Season,Team,G,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,Total,Spread
2016,BRK,59,2016-02-27,0,UTA,W,98,96,40,84,0.476,7,15,0.467,11,17,0.647,8,45,23,12,2,19,21,37,89,0.416,5,20,0.25,17,25,0.68,16,48,14,11,9,21,19,194,2
2016,BRK,60,2016-02-29,0,LAC,L,95,105,32,77,0.416,8,19,0.421,23,33,0.697,11,44,25,10,3,15,19,41,83,0.494,9,23,0.391,14,16,0.875,8,47,22,8,4,12,22,200,-10
2016,BRK,61,2016-03-01,0,LAL,L,101,107,39,89,0.438,5,18,0.278,18,27,0.667,11,44,28,8,4,8,19,41,83,0.494,11,26,0.423,14,21,0.667,8,46,22,5,4,13,22,208,-6
2016,BRK,62,2016-03-04,0,DEN,W,121,120,46,91,0.505,13,22,0.591,16,21,0.762,8,34,32,5,4,14,21,46,96,0.479,6,26,0.231,22,25,0.88,17,50,28,8,6,15,20,241,1
2016,BRK,63,2016-03-05,0,MIN,L,118,132,45,92,0.489,9,26,0.346,19,26,0.731,17,37,19,7,4,16,21,52,76,0.684,10,18,0.556,18,22,0.818,4,30,36,8,8,12,26,250,-14
2016,BRK,64,2016-03-08,0,TOR,L,99,104,42,82,0.512,6,12,0.5,9,9,1.0,6,29,23,7,8,16,22,37,78,0.474,10,23,0.435,20,25,0.8,12,40,24,9,7,17,15,203,-5
2016,BRK,65,2016-03-11,0,PHI,L,89,95,33,87,0.379,5,17,0.294,18,22,0.818,11,41,22,8,4,12,14,38,84,0.452,9,28,0.321,10,15,0.667,11,49,25,5,6,19,20,184,-6
2016,BRK,66,2016-03-13,1,MIL,L,100,109,39,70,0.557,12,27,0.444,10,13,0.769,3,31,25,3,6,21,18,45,89,0.506,6,14,0.429,13,21,0.619,15,41,27,13,3,13,12,209,-9
2016,BRK,67,2016-03-15,1,PHI,W,131,114,47,90,0.522,10,24,0.417,27,31,0.871,14,52,23,12,3,13,20,41,88,0.466,11,30,0.367,21,26,0.808,9,34,26,6,4,17,21,245,17
2016,BRK,68,2016-03-17,0,CHI,L,102,118,40,86,0.465,6,21,0.286,16,20,0.8,12,39,22,7,3,9,18,46,94,0.489,11,24,0.458,15,15,1.0,16,50,26,6,8,9,16,220,-16
2016,BRK,69,2016-03-19,0,DET,L,103,115,42,80,0.525,5,14,0.357,14,21,0.667,6,40,24,3,5,9,22,46,94,0.489,10,24,0.417,13,21,0.619,15,45,30,5,4,8,17,218,-12
2016,BRK,70,2016-03-22,1,CHO,L,100,105,34,74,0.459,8,18,0.444,24,27,0.889,6,44,21,4,2,16,24,39,82,0.476,10,28,0.357,17,21,0.81,3,36,21,7,5,8,21,205,-5
2016,BRK,71,2016-03-24,1,CLE,W,104,95,41,89,0.461,8,22,0.364,14,19,0.737,10,46,28,10,5,9,16,39,89,0.438,10,38,0.263,7,9,0.778,11,45,22,3,2,15,20,199,9
2016,BRK,72,2016-03-26,1,IND,W,120,110,42,77,0.545,5,11,0.455,31,36,0.861,7,40,24,13,1,21,23,37,77,0.481,11,24,0.458,25,30,0.833,6,31,24,15,4,20,26,230,10
2016,BRK,73,2016-03-28,0,MIA,L,99,110,41,77,0.532,3,11,0.273,14,18,0.778,10,36,20,8,2,20,10,48,84,0.571,5,16,0.313,9,12,0.75,7,32,25,11,4,13,14,209,-11
2016,BRK,74,2016-03-29,0,ORL,L,105,139,37,79,0.468,5,14,0.357,26,39,0.667,14,39,19,7,5,18,18,56,91,0.615,14,27,0.519,13,19,0.684,5,35,40,11,5,10,29,244,-34
2016,BRK,75,2016-03-31,0,CLE,L,87,107,35,94,0.372,4,21,0.19,13,21,0.619,13,55,26,12,4,17,19,38,87,0.437,12,38,0.316,19,24,0.792,9,50,29,10,7,17,17,194,-20
2016,BRK,76,2016-04-01,0,NYK,L,91,105,36,101,0.356,4,24,0.167,15,20,0.75,20,52,20,11,2,11,11,42,84,0.5,14,23,0.609,7,7,1.0,7,46,24,4,8,17,12,196,-14
2016,BRK,77,2016-04-03,1,NOP,L,87,106,33,85,0.388,8,23,0.348,13,21,0.619,21,50,20,5,3,21,23,42,76,0.553,8,22,0.364,14,23,0.609,5,32,31,11,7,13,21,193,-19
2016,BRK,78,2016-04-06,0,WAS,L,103,121,39,92,0.424,7,17,0.412,18,24,0.75,11,38,26,7,4,11,21,48,95,0.505,8,28,0.286,17,20,0.85,16,53,36,7,10,12,19,224,-18
2016,BRK,79,2016-04-08,0,CHO,L,99,113,39,92,0.424,10,25,0.4,11,20,0.55,16,45,24,9,5,15,17,41,83,0.494,14,37,0.378,17,20,0.85,10,42,26,11,12,13,17,212,-14
2016,BRK,80,2016-04-10,0,IND,L,105,129,35,91,0.385,14,37,0.378,21,26,0.808,11,36,24,12,4,15,21,48,86,0.558,11,27,0.407,22,27,0.815,14,58,34,10,4,20,22,234,-24
2016,BRK,81,2016-04-11,1,WAS,L,111,120,44,98,0.449,10,31,0.323,13,21,0.619,13,43,24,9,9,10,16,46,89,0.517,9,25,0.36,19,24,0.792,9,47,27,8,1,14,18,231,-9
2016,BRK,82,2016-04-13,1,TOR,L,96,103,39,89,0.438,10,26,0.385,8,12,0.667,5,39,26,8,8,8,17,41,93,0.441,13,37,0.351,8,15,0.533,16,57,24,5,10,9,12,199,-7
2016,CHO,1,2015-10-28,0,MIA,L,94,104,33,84,0.393,6,24,0.25,22,29,0.759,11,43,16,4,1,9,16,36,73,0.493,12,20,0.6,20,21,0.952,2,41,23,5,7,13,25,198,-10
2016,CHO,2,2015-10-30,0,ATL,L,94,97,36,88,0.409,12,30,0.4,10,13,0.769,13,54,23,7,6,20,20,36,83,0.434,8,23,0.348,17,22,0.773,8,45,23,9,4,15,17,191,-3
2016,CHO,3,2015-11-01,1,ATL,L,92,94,32,86,0.372,14,37,0.378,14,15,0.933,9,45,27,7,13,12,14,37,88,0.42,7,29,0.241,13,14,0.929,9,48,22,9,6,11,16,186,-2
2016,CHO,4,2015-11-03,1,CHI,W,130,105,47,91,0.516,14,23,0.609,22,23,0.957,12,52,26,6,4,10,11,44,90,0.489,14,30,0.467,3,8,0.375,4,33,26,5,0,13,19,235,25
2016,CHO,5,2015-11-05,0,DAL,W,108,94,44,89,0.494,6,27,0.222,14,17,0.824,8,48,19,8,6,11,25,32,82,0.39,6,29,0.207,24,27,0.889,8,44,17,8,2,13,13,202,14
2016,CHO,6,2015-11-07,0,SAS,L,94,114,34,73,0.466,6,19,0.316,20,31,0.645,6,33,15,7,0,15,18,45,81,0.556,9,21,0.429,15,23,0.652,6,42,35,11,3,13,26,208,-20
2016,CHO,7,2015-11-10,0,MIN,W,104,95,38,78,0.487,8,26,0.308,20,27,0.741,4,34,18,8,5,16,20,36,80,0.45,9,19,0.474,14,19,0.737,10,48,25,6,4,22,21,199,9
2016,CHO,8,2015-11-11,1,NYK,W,95,93,35,84,0.417,8,23,0.348,17,28,0.607,7,33,21,11,5,5,9,42,86,0.488,4,21,0.19,5,7,0.714,11,52,20,5,5,17,24,188,2
2016,CHO,9,2015-11-13,0,CHI,L,97,102,36,95,0.379,15,33,0.455,10,12,0.833,9,45,21,9,4,7,21,37,84,0.44,4,16,0.25,24,31,0.774,10,57,27,4,6,11,16,199,-5
2016,CHO,10,2015-11-15,1,POR,W,106,94,41,83,0.494,9,31,0.29,15,19,0.789,7,37,29,6,9,12,16,35,89,0.393,5,21,0.238,19,21,0.905,16,46,20,5,3,12,25,200,12
2016,CHO,11,2015-11-17,0,NYK,L,94,102,36,82,0.439,5,20,0.25,17,25,0.68,8,42,13,7,7,7,16,36,89,0.404,10,20,0.5,20,21,0.952,10,45,22,4,6,11,20,196,-8
2016,CHO,12,2015-11-18,1,BRK,W,116,111,39,80,0.488,11,25,0.44,27,36,0.75,9,49,27,5,8,16,16,44,91,0.484,5,15,0.333,18,22,0.818,5,37,25,5,4,9,23,227,5
2016,CHO,13,2015-11-20,1,PHI,W,113,88,40,81,0.494,12,25,0.48,21,22,0.955,5,41,25,7,10,11,21,32,79,0.405,8,26,0.308,16,22,0.727,9,42,21,5,6,18,18,201,25
2016,CHO,14,2015-11-23,1,SAC,W,127,122,49,98,0.5,9,29,0.31,20,26,0.769,8,48,24,10,7,19,19,52,104,0.5,8,31,0.258,10,16,0.625,8,46,34,10,8,20,30,249,5
2016,CHO,15,2015-11-25,1,WAS,W,101,87,39,83,0.47,8,26,0.308,15,15,1.0,9,51,22,5,6,19,17,31,87,0.356,10,32,0.313,15,18,0.833,11,41,15,13,4,14,20,188,14
2016,CHO,16,2015-11-27,1,CLE,L,90,95,33,80,0.413,5,25,0.2,19,25,0.76,7,38,20,7,7,12,25,34,81,0.42,8,25,0.32,19,25,0.76,12,50,17,3,2,16,22,185,-5
2016,CHO,17,2015-11-29,1,MIL,W,87,82,27,70,0.386,15,31,0.484,18,22,0.818,7,43,20,6,6,14,16,33,82,0.402,8,28,0.286,8,14,0.571,13,46,25,9,2,14,24,169,5
2016,CHO,18,2015-12-02,1,GSW,L,99,116,35,94,0.372,9,31,0.29,20,30,0.667,13,41,19,10,7,8,13,46,88,0.523,16,34,0.471,8,11,0.727,11,53,31,2,9,21,23,215,-17
2016,CHO,19,2015-12-05,0,CHI,W,102,96,37,89,0.416,10,34,0.294,18,25,0.72,13,50,23,10,3,10,18,37,89,0.416,9,25,0.36,13,19,0.684,12,52,29,5,5,14,19,198,6
2016,CHO,20,2015-12-07,1,DET,W,104,84,36,84,0.429,8,26,0.308,24,35,0.686,14,57,21,5,5,15,20,32,87,0.368,10,34,0.294,10,22,0.455,7,41,17,11,2,13,20,188,20
2016,CHO,21,2015-12-09,1,MIA,W,99,81,40,81,0.494,11,27,0.407,8,17,0.471,3,40,27,9,5,11,21,29,75,0.387,6,21,0.286,17,24,0.708,7,43,17,3,8,18,14,180,18
2016,CHO,22,2015-12-11,0,MEM,W,123,99,39,78,0.5,18,37,0.486,27,30,0.9,7,41,23,5,5,16,24,32,80,0.4,7,20,0.35,28,37,0.757,11,40,19,8,5,12,24,222,24
2016,CHO,23,2015-12-12,1,BOS,L,93,98,36,88,0.409,11,35,0.314,10,10,1.0,7,52,17,1,5,11,12,40,96,0.417,9,25,0.36,9,10,0.9,3,42,26,5,5,5,13,191,-5
2016,CHO,24,2015-12-16,0,ORL,L,98,113,36,79,0.456,14,34,0.412,12,15,0.8,7,33,23,12,3,16,19,43,77,0.558,14,24,0.583,13,15,0.867,4,40,28,12,4,17,15,211,-15
2016,CHO,25,2015-12-17,1,TOR,W,109,99,37,85,0.435,10,29,0.345,25,31,0.806,6,51,23,5,9,14,23,35,97,0.361,9,39,0.231,20,28,0.714,9,46,18,7,10,8,22,208,10
2016,CHO,26,2015-12-19,0,WAS,L,101,109,39,93,0.419,10,33,0.303,13,16,0.813,18,51,23,8,4,18,20,40,79,0.506,9,20,0.45,20,23,0.87,5,38,26,10,4,14,14,210,-8
2016,CHO,27,2015-12-21,0,HOU,L,95,102,29,83,0.349,12,41,0.293,25,31,0.806,9,35,20,8,3,12,27,33,71,0.465,7,28,0.25,29,41,0.707,9,49,18,3,4,20,33,197,-7
2016,CHO,28,2015-12-23,1,BOS,L,89,102,29,81,0.358,8,28,0.286,23,32,0.719,12,44,19,6,6,17,18,36,85,0.424,7,29,0.241,23,26,0.885,10,49,25,9,4,14,23,191,-13
2016,CHO,29,2015-12-26,1,MEM,W,98,92,28,69,0.406,14,32,0.438,28,32,0.875,7,43,21,10,13,19,24,37,90,0.411,7,19,0.368,11,21,0.524,16,48,21,9,5,13,24,190,6
2016,CHO,30,2015-12-28,1,LAL,W,108,98,43,89,0.483,6,25,0.24,16,22,0.727,7,46,28,7,6,11,16,35,85,0.412,9,29,0.31,19,23,0.826,6,41,24,7,4,12,17,206,10
2016,CHO,31,2015-12-30,1,LAC,L,117,122,38,88,0.432,9,30,0.3,32,36,0.889,17,42,20,8,3,11,26,37,71,0.521,15,30,0.5,33,41,0.805,8,39,27,7,7,13,26,239,-5
2016,CHO,32,2016-01-01,0,TOR,L,94,104,34,85,0.4,10,32,0.313,16,18,0.889,14,43,15,7,7,11,16,36,91,0.396,15,33,0.455,17,18,0.944,20,54,21,6,4,13,19,198,-10
2016,CHO,33,2016-01-02,1,OKC,L,90,109,29,84,0.345,6,22,0.273,26,34,0.765,7,34,18,7,7,4,27,35,79,0.443,9,23,0.391,30,37,0.811,10,53,20,2,15,14,27,199,-19
2016,CHO,34,2016-01-04,0,GSW,L,101,111,38,86,0.442,7,21,0.333,18,19,0.947,8,41,15,7,1,14,12,45,87,0.517,15,34,0.441,6,6,1.0,3,37,32,4,9,11,19,212,-10
2016,CHO,35,2016-01-06,0,PHO,L,102,111,38,87,0.437,11,28,0.393,15,22,0.682,9,44,20,9,5,13,15,41,84,0.488,19,33,0.576,10,13,0.769,2,39,25,11,2,12,21,213,-9
2016,CHO,36,2016-01-09,0,LAC,L,83,97,31,84,0.369,7,23,0.304,14,19,0.737,11,47,14,4,3,16,16,40,91,0.44,8,31,0.258,9,10,0.9,13,47,19,6,9,9,19,180,-14
2016,CHO,37,2016-01-10,0,DEN,L,92,95,30,83,0.361,12,36,0.333,20,24,0.833,9,40,24,6,4,13,18,32,77,0.416,12,27,0.444,19,23,0.826,8,44,25,7,7,15,20,187,-3
2016,CHO,38,2016-01-13,1,ATL,W,107,84,36,82,0.439,13,39,0.333,22,26,0.846,11,54,26,8,9,18,24,30,81,0.37,7,25,0.28,17,21,0.81,6,37,17,5,4,16,21,191,23
2016,CHO,39,2016-01-15,0,NOP,L,107,109,42,86,0.488,14,35,0.4,9,12,0.75,3,38,21,1,1,11,17,43,87,0.494,12,27,0.444,11,13,0.846,8,38,29,7,7,8,15,216,-2
2016,CHO,40,2016-01-16,1,MIL,L,92,105,33,87,0.379,9,36,0.25,17,22,0.773,13,35,27,8,2,8,20,39,72,0.542,5,12,0.417,22,26,0.846,6,46,23,3,11,15,15,197,-13
2016,CHO,41,2016-01-18,1,UTA,W,124,119,41,88,0.466,14,27,0.519,28,32,0.875,7,50,20,6,4,16,18,44,104,0.423,15,45,0.333,16,20,0.8,15,49,27,6,7,10,28,243,5
2016,CHO,42,2016-01-20,0,OKC,L,95,109,34,81,0.42,9,27,0.333,18,21,0.857,6,34,17,8,2,16,21,39,83,0.47,9,24,0.375,22,30,0.733,14,51,28,9,3,20,16,204,-14
2016,CHO,43,2016-01-22,0,ORL,W,120,116,45,101,0.446,10,27,0.37,20,22,0.909,14,48,23,10,4,9,19,45,91,0.495,11,23,0.478,15,19,0.789,7,48,31,6,9,19,25,236,4
2016,CHO,44,2016-01-23,1,NYK,W,97,84,28,82,0.341,9,31,0.29,32,37,0.865,11,49,17,5,3,12,20,29,77,0.377,7,24,0.292,19,32,0.594,8,51,23,4,8,15,26,181,13
2016,CHO,45,2016-01-25,0,SAC,W,129,128,44,110,0.4,20,44,0.455,21,26,0.808,16,46,27,11,2,10,31,48,91,0.527,7,23,0.304,25,32,0.781,9,56,36,4,8,23,31,257,1
2016,CHO,46,2016-01-27,0,UTA,L,73,102,25,68,0.368,6,25,0.24,17,21,0.81,5,35,10,6,0,20,15,40,81,0.494,12,31,0.387,10,15,0.667,7,45,23,10,6,10,18,175,-29
2016,CHO,47,2016-01-29,0,POR,L,91,109,31,80,0.388,10,29,0.345,19,28,0.679,14,47,17,9,4,16,12,45,92,0.489,7,20,0.35,12,16,0.75,13,51,24,10,4,11,21,200,-18
2016,CHO,48,2016-01-31,0,LAL,W,101,82,36,96,0.375,13,36,0.361,16,26,0.615,14,59,28,8,8,11,16,27,80,0.338,8,29,0.276,20,23,0.87,4,42,13,6,8,15,20,183,19
2016,CHO,49,2016-02-03,1,CLE,W,106,97,39,79,0.494,9,27,0.333,19,23,0.826,11,49,26,4,3,14,14,38,83,0.458,10,28,0.357,11,14,0.786,3,28,16,9,5,8,19,203,9
2016,CHO,50,2016-02-05,1,MIA,L,95,98,36,81,0.444,10,26,0.385,13,15,0.867,3,41,23,5,10,12,16,43,94,0.457,0,9,0.0,12,18,0.667,8,48,20,7,12,8,16,193,-3
2016,CHO,51,2016-02-06,1,WAS,W,108,104,38,81,0.469,12,27,0.444,20,25,0.8,7,43,23,7,5,16,21,38,86,0.442,9,25,0.36,19,24,0.792,8,44,22,9,5,11,21,212,4
2016,CHO,52,2016-02-08,1,CHI,W,108,91,35,80,0.438,14,36,0.389,24,31,0.774,10,56,20,6,8,13,19,35,90,0.389,10,25,0.4,11,14,0.786,8,41,25,5,8,7,22,199,17
2016,CHO,53,2016-02-10,0,IND,W,117,95,45,87,0.517,12,28,0.429,15,19,0.789,10,45,24,6,8,15,13,40,92,0.435,4,18,0.222,11,15,0.733,12,39,19,7,4,11,14,212,22
2016,CHO,54,2016-02-19,0,MIL,W,98,95,37,86,0.43,9,31,0.29,15,18,0.833,8,37,13,13,6,18,16,36,81,0.444,7,19,0.368,16,21,0.762,12,47,22,7,11,22,17,193,3
2016,CHO,55,2016-02-21,0,BRK,W,104,96,40,79,0.506,10,27,0.37,14,15,0.933,6,41,23,7,1,15,21,35,81,0.432,5,22,0.227,21,24,0.875,9,42,23,8,4,14,15,200,8
2016,CHO,56,2016-02-24,0,CLE,L,103,114,37,76,0.487,10,29,0.345,19,27,0.704,8,43,23,7,2,14,20,45,91,0.495,13,32,0.406,11,17,0.647,12,47,26,11,1,9,20,217,-11
2016,CHO,57,2016-02-26,0,IND,W,96,95,36,83,0.434,11,28,0.393,13,19,0.684,6,38,23,8,7,14,21,35,85,0.412,4,19,0.211,21,24,0.875,10,52,19,8,3,15,20,191,1
2016,CHO,58,2016-02-28,0,ATL,L,76,87,27,81,0.333,7,32,0.219,15,23,0.652,10,41,16,7,4,7,12,38,77,0.494,8,17,0.471,3,5,0.6,6,48,29,4,5,17,19,163,-11
2016,CHO,59,2016-03-01,1,PHO,W,126,92,45,93,0.484,13,27,0.481,23,27,0.852,15,58,27,8,6,13,21,33,91,0.363,6,27,0.222,20,27,0.741,13,42,14,5,2,12,22,218,34
2016,CHO,60,2016-03-02,0,PHI,W,119,99,40,81,0.494,10,25,0.4,29,35,0.829,8,50,20,9,7,12,21,34,85,0.4,13,33,0.394,18,26,0.692,7,38,23,8,5,14,24,218,20
2016,CHO,61,2016-03-04,1,IND,W,108,101,38,79,0.481,13,31,0.419,19,23,0.826,7,41,20,4,9,11,19,37,90,0.411,9,28,0.321,18,21,0.857,12,46,23,10,4,10,24,209,7
2016,CHO,62,2016-03-07,1,MIN,W,108,103,41,90,0.456,12,30,0.4,14,17,0.824,6,42,20,8,7,13,17,39,80,0.488,4,15,0.267,21,24,0.875,5,43,22,10,6,16,19,211,5
2016,CHO,63,2016-03-09,1,NOP,W,122,113,38,82,0.463,15,35,0.429,31,38,0.816,4,43,21,6,3,5,18,40,85,0.471,10,33,0.303,23,28,0.821,6,43,22,2,3,11,23,235,9
2016,CHO,64,2016-03-11,1,DET,W,118,103,42,83,0.506,10,25,0.4,24,29,0.828,9,37,28,9,5,11,19,36,76,0.474,9,30,0.3,22,27,0.815,3,33,19,7,4,12,21,221,15
2016,CHO,65,2016-03-12,1,HOU,W,125,109,48,88,0.545,15,31,0.484,14,16,0.875,10,44,28,6,5,12,25,43,93,0.462,5,26,0.192,18,28,0.643,14,40,21,8,5,9,20,234,16
2016,CHO,66,2016-03-14,1,DAL,L,96,107,32,76,0.421,10,30,0.333,22,34,0.647,7,40,18,9,7,15,16,42,87,0.483,9,30,0.3,14,18,0.778,6,42,30,9,6,15,26,203,-11
2016,CHO,67,2016-03-16,1,ORL,W,107,99,40,100,0.4,11,37,0.297,16,21,0.762,15,59,23,3,4,8,12,35,83,0.422,11,25,0.44,18,21,0.857,2,40,23,4,9,10,20,206,8
2016,CHO,68,2016-03-17,0,MIA,W,109,106,40,86,0.465,13,26,0.5,16,21,0.762,9,39,19,3,0,9,19,40,75,0.533,7,17,0.412,19,24,0.792,6,39,22,5,8,15,17,215,3
2016,CHO,69,2016-03-19,1,DEN,L,93,101,35,83,0.422,9,32,0.281,14,20,0.7,8,38,22,6,13,11,18,38,87,0.437,9,18,0.5,16,23,0.696,14,51,19,6,4,14,21,194,-8
2016,CHO,70,2016-03-21,1,SAS,W,91,88,35,87,0.402,8,19,0.421,13,19,0.684,10,46,18,11,5,15,12,37,86,0.43,4,17,0.235,10,13,0.769,9,47,23,9,12,16,17,179,3
2016,CHO,71,2016-03-22,0,BRK,W,105,100,39,82,0.476,10,28,0.357,17,21,0.81,3,36,21,7,5,8,21,34,74,0.459,8,18,0.444,24,27,0.889,6,44,21,4,2,16,24,205,5
2016,CHO,72,2016-03-25,0,DET,L,105,112,37,93,0.398,14,30,0.467,17,22,0.773,7,42,24,8,2,7,21,42,91,0.462,8,30,0.267,20,26,0.769,15,62,22,4,6,14,22,217,-7
2016,CHO,73,2016-03-26,0,MIL,W,115,91,41,74,0.554,16,29,0.552,17,21,0.81,5,35,30,6,8,10,11,37,84,0.44,4,15,0.267,13,15,0.867,9,37,26,6,3,9,16,206,24
2016,CHO,74,2016-03-29,0,PHI,W,100,85,38,87,0.437,7,25,0.28,17,18,0.944,9,64,26,6,6,16,7,30,96,0.313,16,44,0.364,9,10,0.9,9,45,20,8,5,10,18,185,15
2016,CHO,75,2016-04-01,1,PHI,W,100,91,36,84,0.429,7,27,0.259,21,27,0.778,8,55,23,9,6,11,14,33,90,0.367,10,39,0.256,15,21,0.714,9,48,24,5,7,10,20,191,9
2016,CHO,76,2016-04-03,0,CLE,L,103,112,34,76,0.447,9,26,0.346,26,27,0.963,11,35,23,15,4,15,13,45,83,0.542,16,29,0.552,6,13,0.462,15,46,34,7,1,17,19,215,-9
2016,CHO,77,2016-04-05,0,TOR,L,90,96,32,88,0.364,11,35,0.314,15,21,0.714,11,43,20,5,6,7,22,34,78,0.436,6,23,0.261,22,31,0.71,7,47,19,6,8,11,16,186,-6
2016,CHO,78,2016-04-06,0,NYK,W,111,97,42,90,0.467,12,26,0.462,15,17,0.882,11,38,19,9,3,8,14,37,78,0.474,10,26,0.385,13,15,0.867,10,43,24,5,6,18,16,208,14
2016,CHO,79,2016-04-08,1,BRK,W,113,99,41,83,0.494,14,37,0.378,17,20,0.85,10,42,26,11,12,13,17,39,92,0.424,10,25,0.4,11,20,0.55,16,45,24,9,5,15,17,212,14
2016,CHO,80,2016-04-10,0,WAS,L,98,113,28,81,0.346,12,33,0.364,30,35,0.857,9,46,21,7,2,15,25,42,80,0.525,9,21,0.429,20,28,0.714,4,48,27,8,5,12,23,211,-15
2016,CHO,81,2016-04-11,0,BOS,W,114,100,41,81,0.506,14,32,0.438,18,22,0.818,7,44,23,10,7,14,20,34,89,0.382,8,24,0.333,24,29,0.828,13,46,17,6,1,12,17,214,14
2016,CHO,82,2016-04-13,1,ORL,W,117,103,47,86,0.547,11,29,0.379,12,19,0.632,5,46,32,6,5,10,14,42,91,0.462,8,27,0.296,11,18,0.611,5,39,22,7,4,10,18,220,14
2016,CHI,1,2015-10-27,1,CLE,W,97,95,37,87,0.425,7,19,0.368,16,23,0.696,7,47,13,6,10,13,22,38,94,0.404,9,29,0.31,10,17,0.588,11,50,26,5,7,11,21,192,2
2016,CHI,2,2015-10-28,0,BRK,W,115,100,42,78,0.538,14,28,0.5,17,20,0.85,5,39,20,9,3,20,24,39,93,0.419,0,9,0.0,22,28,0.786,16,45,19,11,5,13,18,215,15
2016,CHI,3,2015-10-30,0,DET,L,94,98,34,84,0.405,7,22,0.318,19,26,0.731,8,50,18,8,8,20,24,39,104,0.375,6,28,0.214,14,28,0.5,20,61,18,9,2,15,19,192,-4
2016,CHI,4,2015-11-01,1,ORL,W,92,87,33,87,0.379,7,28,0.25,19,22,0.864,11,47,23,7,8,15,16,35,90,0.389,7,23,0.304,10,17,0.588,12,43,21,7,11,17,19,179,5
2016,CHI,5,2015-11-03,0,CHO,L,105,130,44,90,0.489,14,30,0.467,3,8,0.375,4,33,26,5,0,13,19,47,91,0.516,14,23,0.609,22,23,0.957,12,52,26,6,4,10,11,235,-25
2016,CHI,6,2015-11-05,1,OKC,W,104,98,40,90,0.444,7,18,0.389,17,21,0.81,11,47,20,3,7,6,17,38,84,0.452,5,13,0.385,17,20,0.85,9,44,21,2,8,9,18,202,6
2016,CHI,7,2015-11-07,1,MIN,L,93,102,33,93,0.355,11,32,0.344,16,23,0.696,10,50,20,7,6,19,26,39,96,0.406,7,16,0.438,17,27,0.63,14,58,26,8,7,15,23,195,-9
2016,CHI,8,2015-11-09,0,PHI,W,111,88,41,96,0.427,10,25,0.4,19,23,0.826,13,58,28,6,10,14,19,35,100,0.35,5,25,0.2,13,23,0.565,15,52,19,6,9,17,13,199,23
2016,CHI,9,2015-11-13,1,CHO,W,102,97,37,84,0.44,4,16,0.25,24,31,0.774,10,57,27,4,6,11,16,36,95,0.379,15,33,0.455,10,12,0.833,9,45,21,9,4,7,21,199,5
2016,CHI,10,2015-11-16,1,IND,W,96,95,35,86,0.407,6,15,0.4,20,32,0.625,10,48,26,9,9,8,20,35,87,0.402,9,21,0.429,16,24,0.667,11,50,19,4,5,13,21,191,1
2016,CHI,11,2015-11-18,0,PHO,W,103,97,41,83,0.494,9,19,0.474,12,14,0.857,11,47,24,7,2,20,17,37,91,0.407,8,27,0.296,15,21,0.714,14,43,16,12,4,12,14,200,6
2016,CHI,12,2015-11-20,0,GSW,L,94,106,35,88,0.398,7,22,0.318,17,23,0.739,15,43,22,11,2,12,19,39,79,0.494,10,29,0.345,18,24,0.75,11,49,20,7,6,16,15,200,-12
2016,CHI,13,2015-11-24,0,POR,W,93,88,33,86,0.384,7,18,0.389,20,23,0.87,6,44,19,6,3,14,18,31,88,0.352,6,22,0.273,20,27,0.741,16,55,18,5,9,15,21,181,5
2016,CHI,14,2015-11-27,0,IND,L,92,104,32,92,0.348,11,26,0.423,17,20,0.85,9,47,21,7,7,15,23,37,87,0.425,8,28,0.286,22,29,0.759,8,51,18,8,4,13,18,196,-12
2016,CHI,15,2015-11-30,1,SAS,W,92,89,37,86,0.43,6,16,0.375,12,20,0.6,12,51,25,4,6,11,21,37,90,0.411,2,14,0.143,13,18,0.722,12,47,20,5,4,9,17,181,3
2016,CHI,16,2015-12-02,1,DEN,W,99,90,36,89,0.404,6,17,0.353,21,27,0.778,15,62,22,3,10,14,17,36,93,0.387,5,15,0.333,13,22,0.591,13,49,26,8,8,7,22,189,9
2016,CHI,17,2015-12-05,1,CHO,L,96,102,37,89,0.416,9,25,0.36,13,19,0.684,12,52,29,5,5,14,19,37,89,0.416,10,34,0.294,18,25,0.72,13,50,23,10,3,10,18,198,-6
2016,CHI,18,2015-12-07,1,PHO,L,101,103,41,90,0.456,6,21,0.286,13,18,0.722,16,48,28,11,8,20,19,41,92,0.446,7,17,0.412,14,17,0.824,10,40,18,12,4,19,17,204,-2
2016,CHI,19,2015-12-09,0,BOS,L,100,105,39,91,0.429,6,21,0.286,16,23,0.696,15,50,22,7,5,18,18,38,92,0.413,5,23,0.217,24,28,0.857,13,45,22,10,4,12,22,205,-5
2016,CHI,20,2015-12-10,1,LAC,W,83,80,31,87,0.356,7,23,0.304,14,16,0.875,13,54,20,8,6,11,12,30,88,0.341,10,22,0.455,10,12,0.833,15,52,22,4,4,13,15,163,3
